site,transect,designated.window,actual.window,plant,ID,year_t,max.ht_t,max.w_t,perp.w_t,max.ht.dead,max.w.dea,perp.w.dead,flowers_t,fruits_t,reproductive_fraction_t,node.galls_t,stem.galls_t,bagworms_t,notes_t,year_t1,new.plant_t1,seedling_t1,newplant.meter,survival_t1,max.ht_t1,max.w_t1,perp.w_t1,flowers_t1,fruits_t1,reproductive_fraction,notes_t1
FPS,1,300,305,2,,2014,42,39,31,,,,7,0,1,,,,,2015,0,,,1,44,51,48,0,0,1,
FPS,1,300,,3,,2014,59,79,80,,,,21,29,1,,,,,2015,0,,,1,67,108,91,0,0,1,outside window
FPS,1,300,335,8s,,,,,,,,,,,,,,,,2015,1,1,338.9,1,3,5,3,0,0,1,
FPS,1,300,350,1,,2014,109,149,130,,,,254,95,1,,,,,2015,0,,,1,113,190,162,1,2,1,
FPS,1,300,,1,,2014,95,135,134,,,,208,14,1,,,,,2015,0,,,1,106,174,153,0,2,1,"according to 2014, outside window"
FPS,1,400,,2,,2014,79,97,103,,,,344,60,1,,,,,2015,0,,,1,85,151,138,5,3,1,"according to 2014, outside window"
FPS,1,400,,3,,2014,73,125,86,,,,77,15,1,,,,,2015,0,,,1,72,152,151,4,2,1,"according to 2014, outside window"
FPS,1,400,,4,,2014,81,143,128,,,,263,68,1,,,,,2015,0,,,1,104,162,168,0,0,1,"according to 2014, outside window"
FPS,1,100,110,1s,,2014,4,7,4.5,,,,0,0,1,,,,,2015,0,,,1,6,10,8,0,0,1,
FPS,1,100,100,2s,,2014,5,4,2.5,,,,0,0,1,,,,,2015,0,,,1,8,10,9,0,0,1,
FPS,1,150,165,3s,,2014,6,5,2.5,,,,0,0,1,,,,,2015,0,,,1,7.5,10,9,0,0,1,
FPS,1,200,210,4s,,2014,4.5,3,2,,,,0,0,1,,,,,2015,0,,,1,3,2,2,0,0,1,
FPS,1,50,85,5s,,2014,4,4,2,,,,0,0,1,,,,,2015,0,,,0,,,,,,,
FPS,2,0,0,1,,2014,45,48,37,,,,0,0,1,,,,,2015,0,,,1,45,52,43,0,0,1,
FPS,2,0,0,2,,2014,36,38,25,,,,0,0,1,,,,,2015,0,,,1,35,42,33,0,0,1,
FPS,2,0,,3,,2014,41,100,69,,,,0,52,1,,,,,2015,0,,,1,39,102,79,0,1,1,outside window
FPS,2,0,0,4,,2014,78,58,45,,,,0,1,1,,,,,2015,0,,,1,52,68,54,0,2,1,
FPS,2,0,0,5,,2014,73,89,51,,,,0,44,1,,,,,2015,0,,,1,48,82,74,2,0,1,
FPS,2,0,0,6,,2014,27,42,38,,,,0,0,1,,,,,2015,0,,,1,24,47,40,0,0,1,
FPS,2,0,0,7,,2014,56,64,54,,,,0,10,1,,,,,2015,0,,,1,50,77,75,0,0,1,
FPS,2,0,,8,,2014,48,48,43,,,,0,25,1,,,,,2015,0,,,1,48,52,46,0,2,1,outside window
FPS,2,0,0,9,,2014,22,32,31,,,,,,,,,,,2015,0,,,1,25,37,38,0,0,1,
FPS,2,0,0,10,,2014,71,110,94,,,,0,24,1,,,,,2015,0,,,1,62,109,91,43,0,1,
FPS,2,50,50,1,,2014,63,97,60,,,,0,1,1,,,,1 pent bug,2015,0,,,1,68,109,73,9,4,1,
FPS,2,50,50,2,,2014,56,54,50,,,,0,1,1,,,,,2015,0,,,1,62,64,58,0,0,1,
FPS,2,50,,3,,2014,48,61,43,,,,0,3,1,,,,,2015,0,,,1,59,70,59,0,0,1,outside window
FPS,2,50,50,4,,2014,42,70,61,,,,0,0,1,,,,,2015,0,,,1,48,87,86,0,0,1,
FPS,2,50,,5,,2014,40,57,49,,,,0,0,1,,,,,2015,0,,,1,41,62,58,,,,no data collected for flowers and fruits
FPS,2,50,50,6,,2014,43,74,67,,,,0,0,1,,,,,2015,0,,,1,36,84,79,0,0,1,
FPS,2,50,,7,,2014,41,63,43,,,,0,0,1,,,,,2015,0,,,1,45,77,55,0,0,1,outside window
FPS,2,50,,8,,2014,42,60,55,,,,0,0,1,,,,,2015,0,,,1,51,72,67,0,0,1,outside window
FPS,2,50,50,9,,2014,47,68,59,,,,0,0,1,,,,,2015,0,,,1,50,77,72,0,1,1,
FPS,2,50,55,10,,2014,55,75,68,,,,2,0,1,,,,,2015,0,,,1,62,87,87,0,0,1,
FPS,2,100,100,1,,2014,103,179,124,,,,0,77,1,,,,,2015,0,,,1,86,146,130,194,84,1,
FPS,2,100,100,2,,2014,72,120,104,,,,0,32,1,,,,,2015,0,,,1,79,131,92,48,0,1,
FPS,2,100,,3,,2014,122,160,117,,,,0,62,1,,,,,2015,0,,,1,115,141,136,144,146,1,outside window
FPS,2,100,100,4,,2014,93,73,67,,,,0,36,1,,,,,2015,0,,,1,93,87,53,70,73,1,
FPS,2,100,100,5,,2014,25,22,13,,,,0,0,1,,,,,2015,0,,,1,34,46,16,3,0,1,
FPS,2,100,100,6,,2014,61,38,30,,,,0,3,1,,,,,2015,0,,,1,60,47,45,3,2,1,
FPS,2,100,100,7,,2014,99,88,82,,,,0,21,1,,,,,2015,0,,,1,98,97,76,118,17,1,
FPS,2,100,100,8,,2014,104,108,79,,,,0,3,1,,,,,2015,0,,,1,126,184,98,134,33,1,
FPS,2,100,100,9,,2014,128,156,165,,,,0,71,1,,,,1 gray weevil,2015,0,,,1,113,165,152,57,2,1,
FPS,2,100,105,10,,2014,100,198,197,,,,0,55,1,,,,1 pent bug,2015,0,,,1,102,188,160,224,89,0.5,
FPS,2,150,150,1,,2014,99,61,118,,,,85,131,1,,,,,2015,0,,,1,150,177,131,73,13,1,
FPS,2,150,150,2,,2014,49,80,74,,,,0,0,1,,,,,2015,0,,,1,55,100,96,54,50,1,
FPS,2,150,150,3,,2014,62,67,57,,,,16,4,1,,,,,2015,0,,,1,67,78,68,0,0,1,
FPS,2,150,150,4,,2014,43,68,40,,,,0,11,1,,,,,2015,0,,,1,44,52,31,0,0,1,
FPS,2,150,150,5,,2014,100,75,73,,,,0,41,1,,,,,2015,0,,,1,97,98,84,178,18,1,
FPS,2,150,150,6,,2014,59,65,46,,,,0,17,1,,,,,2015,0,,,1,63,54,31,83,5,1,closer to 155
FPS,2,150,155,7,,2014,79,94,43,,,,0,5,1,,,,,2015,0,,,1,83,103,51,44,26,1,right next to plant 6 
FPS,2,150,,8,,2014,71,81,71,,,,0,18,1,,,,2 pent bugs,2015,0,,,1,70,78,75,32,40,1,outside window
FPS,2,150,,9,,2014,73,142,117,,,,0,14,1,,,,,2015,0,,,1,76,121,107,75,111,1,outside window
FPS,2,150,155,10,,2014,55,56,54,,,,0,14,1,,,,,2015,0,,,1,61,66,63,4,0,1,"closer to 155m, next to 6 and 7"
FPS,2,150,,11,,2014,27,28,21,,,,0,0,1,,,,,2015,0,,,1,41,49,49,0,0,1,outside window; before 150 m
FPS,2,150,,12,,2014,32,40,39,,,,1,1,1,,,,,2015,0,,,1,34,40,32,0,0,1,outside window; before 150 m
FPS,2,150,,11b,,2014,,,,,,,,,,,,,,2015,1,0,,,5.5,9,5.5,0,0,1,"not 2015 recruit, in the demography window- possibly a new recruit; unsure"
FPS,2,200,200,1,,2014,90,100,111,,,,4,2,1,,,,,2015,0,,,1,96,130,125,0,0,1,
FPS,2,200,,2,,2014,71,78,73,,,,4,0,1,,,,1 pent bug,2015,0,,,1,78,91,86,0,0,1,outside window
FPS,2,200,200,3,,2014,73,89,86,,,,11,0,1,,,,,2015,0,,,1,74,97,87,2,0,1,
FPS,2,200,,4,,2014,78,122,114,,,,339,15,1,,,,,2015,0,,,1,96,121,118,0,0,1,outside range 
FPS,2,200,200,5,,2014,115,142,114,,,,0,52,1,,,,,2015,0,,,1,120,144,138,0,3,1,
FPS,2,250,250,1,,2014,35,60,54,,,,0,0,1,,,,,2015,0,,,1,40,67,58,0,0,1,
FPS,2,250,,2,,2014,88,100,84,,,,60,7,1,,,,3 pent bugs,2015,0,,,1,94,109,97,0,1,1,outside window
FPS,2,250,,3,,2014,68,135,142,,,,129,40,1,,,,,2015,0,,,1,74,162,143,0,0,1,outside window
FPS,2,250,,4,,2014,53,64,55,,,,39,4,1,,,,,2015,0,,,1,59,71,69,0,0,1,outside window
FPS,2,250,255,5,,2014,51,86,81,,,,0,0,1,,,,,2015,0,,,1,58,100,87,0,0,1,closer to 260 m
FPS,2,250,,6,,2014,50,113,92,,,,18,2,1,,,,1 pent bug,2015,0,,,1,55,116,110,0,0,1,outside window
FPS,2,250,255,7,,2014,54,93,81,,,,8,4,1,,,,.5 m outside the 10 m mark,2015,0,,,1,46,94,91,0,0,1,
FPS,2,350,345,1,,2014,81,132,107,,,,1,0,1,,,,,2015,0,,,1,80.9,142,139,0,0,1,
FPS,2,350,,2,,2014,67,97,84,,,,2,21,1,,,,2.5 m outside to the side but within the 350-355m plot,2015,0,,,1,70,117,98,0,4,1,outside the window 
FPS,2,500,490,1,,2014,62,102,69,,,,0,0,1,,,,located between 490 and 500 m,2015,0,,,1,70,126,109,0,0,1,
FPS,3,0,0,1,,2014,67,88,88,,,,0,2,1,,,,,2015,0,,,1,73,111,100,110,256,1,
FPS,3,0,,2,,2014,56,105,83,,,,0,0,1,,,,,2015,0,,,1,57,117,91,39,7,1,outside window
FPS,3,0,,3,,2014,89,141,111,,,,0,0,1,,,,,2015,0,,,1,88,145,133,135,145,1,outside window
FPS,3,0,0,4,,2014,69,107,62,,,,0,0,1,,,,,2015,0,,,1,62,99,72,16,7,1,
FPS,3,0,0,5,,2014,60,85,61,,,,0,0,1,,,,,2015,0,,,1,61,106,71,6,9,1,
FPS,3,0,0,6,,2014,57,60,32,,,,0,0,1,,,,,2015,0,,,1,61,91,43,12,28,1,
FPS,3,0,,7,,2014,122,170,175,,,,0,23,1,,,,,2015,0,,,1,123,190,180,108,71,1,outside window
FPS,3,0,0,8,,2014,56,107,70,,,,0,1,1,,,,,2015,0,,,1,67,96,71,3,4,1,
FPS,3,0,0,9,,2014,90,100,33,,,,0,4,1,,,,,2015,0,,,1,87,88,42,6,7,1,
FPS,3,0,,10,,2014,105,177,100,,,,40,56,1,,,,,2015,0,,,,,,,,,,no data collected; origianl 10 plant dropped 
FPS,3,0,5,11,,,,,,,,,,,,,,,,2015,1,0,,1,53,53,42,8,0,1,New plant added.
FPS,3,50,,1,,2014,69,59,31,,,,0,2,1,,,,,2015,0,,,1,66,103,36,0,0,1,outside range; next to 2 
FPS,3,50,,2,,2014,38,48,47,,,,0,0,1,,,,,2015,0,,,1,38,37,28,0,0,1,outside window
FPS,3,50,,3,,2014,20,22,11,,,,0,0,1,,,,,2015,0,,,1,23,25,17,0,0,1,outside window; around 0-5
FPS,3,50,,4,,2014,17,21,14,,,,0,0,1,,,,,2015,0,,,1,18,23,14,0,0,1,outside window; around 0-5
FPS,3,50,,5,,2014,27,33,30,,,,0,0,1,,,,,2015,0,,,1,31,38,37,0,0,1,outside window; around 0-5 
FPS,3,50,50,6,,2014,23,13,10,,,,0,0,1,,,,,2015,0,,,1,29,18,12,0,0,1,
FPS,3,50,50,7,,2014,28,29,26,,,,0,0,1,,,,,2015,0,,,1,28,34,32,0,0,1,
FPS,3,50,50,8,,2014,38,35,27,,,,0,2,1,,,,,2015,0,,,1,42,43,35,0,0,1,
FPS,3,50,50,9,,2014,39,21,23,,,,0,0,1,,,,,2015,0,,,1,33,45,27,0,0,1,
FPS,3,50,50,10,,2014,31,31,28,,,,0,0,1,,,,,2015,0,,,1,35,39,28,0,0,1,
FPS,3,100,,1,,2014,82,82,69,,,,0,5,1,,,,,2015,0,,,1,83,99,77,0,0,1,outside window; next to 0 m
FPS,3,100,,2,,2014,30,36,24,,,,0,0,1,,,,,2015,0,,,1,34,37,25,0,0,1,outside window; next to plant 4
FPS,3,100,,3,,2014,64,71,50,,,,0,2,1,,,,,2015,0,,,1,65,78,51,0,0,1,outside window
FPS,3,100,100,4,,2014,58,48,48,,,,0,0,1,,,,,2015,0,,,1,109,88,72,0,0,1,
FPS,3,100,100,5,,2014,18,24,17,,,,0,0,1,,,,,2015,0,,,1,20,19,5,0,0,1,
FPS,3,100,,6,,2014,29,36,33,,,,0,0,1,,,,,2015,0,,,1,33,46,38,0,0,1,outside window
FPS,3,100,,7,,2014,32,52,41,,,,0,0,1,,,,,2015,0,,,1,35,56,51,0,0,1,outside window
FPS,3,100,100,8,,2014,62,82,55,,,,0,13,1,,,,,2015,0,,,1,78,87,65,0,0,1,
FPS,3,100,100,9,,2014,42,49,38,,,,0,0,1,,,,,2015,0,,,1,45,47,37,0,0,1,
FPS,3,100,100,10,,2014,43,36,32,,,,0,0,1,,,,,2015,0,,,1,41,37,35,0,0,1,
FPS,3,150,,1,,2014,52,61,59,,,,0,2,1,,,,,2015,0,,,1,56,72,72,76,19,1,outside window 
FPS,3,150,150,2,,2014,61,56,47,,,,0,0,1,,,,,2015,0,,,1,61,69,38,117,90,1,
FPS,3,150,,3,,2014,69,77,68,,,,0,2,1,,,,,2015,0,,,1,68,80,71,76,8,1,outside window 
FPS,3,150,150,4,,2014,49,55,48,,,,0,0,1,,,,,2015,0,,,1,36,50,47,0,0,1,
FPS,3,150,150,5,,2014,24,31,26,,,,0,0,1,,,,,2015,0,,,1,29,37,31,0,0,1,
FPS,3,150,150,6,,2014,32,31,32,,,,0,0,1,,,,,2015,0,,,1,35,39,34,0,0,1,
FPS,3,150,,7,,2014,40,53,41,,,,0,0,1,,,,,2015,0,,,1,50,65,49,26,14,1,outside window
FPS,3,150,150,8,,2014,34,41,34,,,,0,0,1,,,,,2015,0,,,1,38,46,36,0,0,1,
FPS,3,150,150,9,,2014,25,29,20,,,,0,0,1,,,,,2015,0,,,1,38,36,31,0,0,1,
FPS,3,150,150,10,,2014,51,57,52,,,,0,1,1,,,,,2015,0,,,1,55,65,59,4,0,1,
FPS,3,200,,1,,2014,65,104,90,,,,0,3,1,,,,,2015,0,,,1,71,98,76,37,11,1,outside window 
FPS,3,200,200,2,,2014,60,83,73,,,,11,3,1,,,,a bunch of unopened buds (not in flower count),2015,0,,,1,67,101,91,13,0,1,
FPS,3,200,,3,,2014,63,76,63,,,,0,0,1,,,,,2015,0,,,1,73,101,96,384,51,1,outside window
FPS,3,200,,4,,2014,62,90,75,,,,2,50,1,,,,,2015,0,,,1,68,96,78,27,1,1,outside window
FPS,3,200,,5,,2014,101,110,102,,,,7,1,1,,,,,2015,0,,,1,115,162,121,31,0,1,outside window
FPS,3,200,,6,,2014,33,24,22,,,,0,0,1,,,,,2015,0,,,1,41,30,29,0,0,1,outside window
FPS,3,200,200,7,,2014,96,117,90,,,,1,14,1,,,,,2015,0,,,1,95,110,76,11,3,1,
FPS,3,200,200,8,,2014,35,27,14,,,,0,0,1,,,,,2015,0,,,1,10,8,5,0,0,1,
FPS,3,200,205,9,,2014,115,138,110,,,,0,39,1,,,,,2015,0,,,1,117,131,69,81,40,1,
FPS,3,200,205,10,,2014,43,33,23,,,,0,0,1,,,,,2015,0,,,1,40,21,17,0,0,1,
FPS,3,300,,1,,2014,49,69,66,,,,0,1,1,,,,,2015,0,,,1,52,96,80,1,0,1,outside window 
FPS,3,350,,1,,2014,90,175,138,,,,236,73,0.5,,,,,2015,0,,,1,122,188,140,102,96,1,outside window
FPS,3,350,,2,,2014,141,143,81,,,,88,41,1,,,,,2015,0,,,1,151,156,128,59,6,1,outside window
FPS,3,350,,3,,2014,135,123,91,,,,185,32,0.5,,,,,2015,0,,,1,133,144,47,3,0,1,"outside window; very difficult to measure, angle dimensions "
FPS,3,350,,4,,2014,65,30,24,,,,18,0,1,,,,,2015,0,,,1,71,43,31,0,0,1,outside window
FPS,3,350,,5,,2014,100,121,112,,,,118,149,1,,,,,2015,0,,,1,93,142,135,85,26,1,outside window (345-350)
FPS,3,350,,6,,2014,109,138,131,,,,116,73,0.5,,,,,2015,0,,,1,124,162,134,17,9,1,outside window
FPS,3,350,,7,,2014,77,127,109,,,,184,202,0.5,,,,,2015,0,,,1,92,138,122,7,0,1,outside window 
FPS,3,450,455,1,,2014,93,137,103,,,,214,30,0.5,,,,"2 m outside plot, believe the half count is just for the flowers, not for the buds?",2015,0,,,1,93,156,127,14,6,1,outside window
FPS,3,450,455,2,,2014,85,133,112,,,,183,28,1,,,,455 zone,2015,0,,,1,101,140,131,0,0,1,outside window
FPS,3,450,,3,,2014,82,100,85,,,,142,87,1,,,,455 zone,2015,0,,,1,92,117,115,0,0,1,outside window
FPS,3,500,500,1,,2014,95,140,129,,,,121,73,1,,,,,2015,0,,,1,45,79,64,0,0,1,
FPS,3,500,,2,,2014,37,60,55,,,,0,1,1,,,,,2015,0,,,1,105,198,164,0,0,1,outside window
FPS,3,500,,3,,2014,70,100,90,,,,103,17,1,,,,,2015,0,,,1,86,122,98,0,2,1,outside window
FPS,3,550,550,1,,2014,77,125,110,,,,22,0,1,,,,,2015,0,,,1,91,146,137,0,0,1,
SLP,1,0,0,1,,2014,39,50,30,,,,0,0,1,,,,,2015,0,,,1,52,54,34,0,0,1,
SLP,1,0,0,2,,2014,42,52,41,,,,0,0,1,,,,,2015,0,,,1,50,63,47,0,0,1,
SLP,1,0,0,3,,2014,82,78,62,,,,25,24,1,,,,,2015,0,,,1,56,84,75,17,2,1,
SLP,1,0,0,4,,2014,47,80,68,,,,0,1,1,,,,,2015,0,,,1,51,89,76,0,1,1,
SLP,1,0,0,5,,2014,50,57,49,,,,15,9,1,,,,,2015,0,,,1,52,62,51,0,0,1,
SLP,1,0,0,6,,2014,78,85,73,,,,0,34,1,,,,,2015,0,,,1,79,85,84,0,1,1,
SLP,1,0,5,7,,2014,45,82,80,,,,0,6,1,,,,,2015,0,,,1,50,83,68,0,0,1,
SLP,1,0,5,8,,2014,81,86,62,,,,0,5,1,,,,,2015,0,,,1,84,94,70,0,0,1,
SLP,1,0,5,9,,2014,42,57,34,,,,0,0,1,,,,,2015,0,,,1,51,31,33,0,0,1,
SLP,1,0,5,10,,2014,33,45,39,,,,0,1,1,,,,,2015,0,,,1,34,53,43,0,0,1,
SLP,1,50,45,1,,2014,58,98,90,,,,0,0,1,,,,,2015,0,,,1,71,111,99,0,0,1,
SLP,1,50,45,2,,2014,48,77,61,,,,1,0,1,,,,,2015,0,,,1,59,83,79,0,0,1,
SLP,1,50,50,3,,2014,41,57,51,,,,9,9,1,,,,,2015,0,,,1,46,64,61,0,0,1,
SLP,1,50,50,4,,2014,56,87,55,,,,7,4,1,,,,,2015,0,,,1,59,101,79,0,0,1,
SLP,1,50,50,5,,2014,76,73,73,,,,126,73,1,,,,,2015,0,,,1,81,93,85,13,4,1,
SLP,1,50,55,6,,2014,58,77,67,,,,18,4,1,,,,,2015,0,,,1,54,91,76,0,4,1,
SLP,1,50,55,7,,2014,61,84,75,,,,20,130,0.5,,,,,2015,0,,,1,58,98,88,0,0,1,
SLP,1,50,55,8,,2014,56,101,99,,,,100,27,1,,,,,2015,0,,,1,62,121,79,4,2,1,
SLP,1,50,55,9,,2014,58,88,68,,,,17,12,1,,,,,2015,0,,,1,62,67,68,0,0,1,
SLP,1,50,55,10,,2014,57,56,54,,,,30,45,1,,,,,2015,0,,,1,62,77,69,22,10,1,
SLP,1,100,105,1,,2014,40,76,64,,,,93,70,0.5,,,,,2015,0,,,1,48,98,72,8,0,1,
SLP,1,100,,2,,2014,49,62,61,,,,48,47,1,,,,> 1 m from transect,2015,0,,,1,56,81,79,1,0,1,
SLP,1,100,,3,,2014,96,149,98,,,,94,47,0.25,,,,> 1 m from transect,2015,0,,,1,99,160,146,200,42,1,
SLP,1,100,115,4,,2014,51,73,64,,,,37,109,0.5,,,,,2015,0,,,1,58,75,64,106,11,1,
SLP,1,100,115,5,,2014,78,97,76,,,,33,66,0.5,,,,,2015,0,,,1,82,98,91,74,91,1,
SLP,1,150,140,1,,2014,37,57,56,,,,90,110,0.5,,,,,2015,0,,,1,53,70,67,6,0,1,
SLP,1,150,160,2,,2014,59,95,95,,,,78,121,0.25,,,,,2015,0,,,1,72,120,117,166,20,1,
SLP,1,150,170,3,,2014,45,101,81,,,,120,126,0.25,,,,,2015,0,,,1,53,110,105,80,13,1,
SLP,1,250,240,1,,2014,68,133,120,,,,109,267,0.5,,,,,2015,0,,,1,79,166,146,512,351,1,
SLP,1,250,245,2,,2014,97,55,52,,,,15,87,0.5,,,,,2015,0,,,1,82,81,80,130,158,1,
SLP,1,250,,3,,2014,61,85,75,,,,24,66,0.5,,,,> 1 m from transect,2015,0,,,1,72,100,88,33,37,1,
SLP,1,250,,4,,2014,66,108,80,,,,100,261,0.5,,,,> 1 m from transect,2015,0,,,1,68,103,103,123,159,1,
SLP,1,300,295,1,,2014,27,31,26,,,,0,0,1,,,,,2015,0,,,1,31,33,28,0,0,1,
SLP,1,300,295,2,,2014,49,74,72,,,,0,3,1,,,,,2015,0,,,1,62,82,76,0,0,1,
SLP,1,300,300,3,,2014,53,75,66,,,,23,101,0.5,,,,,2015,0,,,1,61,91,78,0,0,1,
SLP,1,300,300,4,,2014,58,76,68,,,,22,115,0.5,,,,,2015,0,,,1,68,94,73,0,19,1,
SLP,1,300,300,5,,2014,56,86,72,,,,6,72,0.5,,,,,2015,0,,,1,56,89,82,0,6,1,
SLP,1,350,350,1,,2014,60,93,83,,,,26,42,0.5,,,,,2015,0,,,1,64,107,93,1,0,1,
SLP,1,350,350,2,,2014,53,76,62,,,,56,66,0.5,,,,,2015,0,,,1,57,81,80,1,0,1,
SLP,1,350,345,3,,2014,60,87,77,,,,71,21,1,,,,,2015,0,,,1,46,98,89,3,0,1,
SLP,1,350,345,4,,2014,35,43,34,,,,7,3,1,,,,,2015,0,,,1,38,44,39,0,0,1,
SLP,1,350,340,5,,2014,45,67,62,,,,41,123,1,,,,,2015,0,,,1,52,79,67,0,0,1,
SLP,1,350,355,6,,2014,62,92,89,,,,43,177,0.5,,,,,2015,0,,,1,75,100,96,52,2,1,
SLP,1,450,435,1,,2014,32,46,36,,,,27,2,1,,,,,2015,0,,,1,41,55,47,0,0,1,
SLP,1,450,435,2,,2014,24,42,42,,,,96,12,1,,,,,2015,0,,,1,34,50,44,0,4,1,
SLP,1,450,440,3,,2014,14,14,10,,,,0,0,1,,,,,2015,0,,,1,15,22,19,0,0,1,
SLP,1,450,445,4,,2014,55,87,83,,,,74,133,0.25,,,,,2015,0,,,1,58,98,83,30,18,1,
SLP,1,450,445,5,,2014,44,64,63,,,,3,4,1,,,,,2015,0,,,1,49,75,71,0,0,1,
SLP,2,0,0,1,,2014,35,71,58,,,,0,0,1,,,,,2015,0,,,1,38,76,69,0,0,1,
SLP,2,0,0,2,,2014,38,56,47,,,,0,0,1,,,,,2015,0,,,1,42,60,51,0,0,1,
SLP,2,0,0,3,,2014,71,90,62,,,,0,13,1,,,,,2015,0,,,1,71,86,72,0,0,1,
SLP,2,0,0,4,,2014,41,83,60,,,,8,5,1,,,,,2015,0,,,1,48,65,74,0,0,1,
SLP,2,0,0,5,,2014,32,47,37,,,,0,0,1,,,,,2015,0,,,1,34,57,43,0,0,1,
SLP,2,0,0,6,,2014,52,56,49,,,,6,23,1,,,,,2015,0,,,1,56,62,43,1,0,1,
SLP,2,0,0,7,,2014,68,91,74,,,,14,8,1,,,,,2015,0,,,1,71,97,82,14,12,1,
SLP,2,0,5,8,,2014,109,133,99,,,,0,21,1,,,,,2015,0,,,1,109,129,83,5,4,1,
SLP,2,0,5,9,,2014,95,91,71,,,,0,3,1,,,,,2015,0,,,1,68,101,75,5,1,1,
SLP,2,0,5,10,,2014,101,122,88,,,,0,37,1,,,,,2015,0,,,1,107,113,89,10,12,1,
SLP,2,50,45,1,,2014,47,80,37,,,,60,47,1,,,,,2015,0,,,1,59,61,46,0,0,1,There are two sets of data for plant 1; by deductive reasoning and data from 2014; this was concluded to be the correct data for 2015 plant 1
SLP,2,50,,2,,2014,60,109,89,,,,42,23,0.5,,,,,2015,0,,,1,71,133,93,10,18,1,"This is the second set of data for plant 1; but by deductive reasoning, we concluded that this is the data for plant 2(2015)"
SLP,2,50,45,3,,2014,63,116,111,,,,30,223,0.5,,,,> 1 m from transect,2015,0,,,1,66,120,118,0,0,1,
SLP,2,50,50,4,,2014,44,71,71,,,,42,50,1,,,,,2015,0,,,1,55,79,78,0,0,1,
SLP,2,50,50,5,,2014,31,49,47,,,,10,5,1,,,,,2015,0,,,1,41,57,56,0,0,1,
SLP,2,100,,1,,2014,40,63,62,,,,66,127,0.5,,,,> 1 m from transect,2015,0,,,1,48,70,68,6,1,1,
SLP,2,100,,2,,2014,58,117,99,,,,176,358,0.5,,,,> 1 m from transect,2015,0,,,1,70,130,122,213,107,0.5,
SLP,2,100,,3,,2014,74,123,113,,,,92,326,0.25,,,,> 1 m from transect,2015,0,,,1,79,164,147,174,191,0.5,
SLP,2,100,,4,,2014,50,68,50,,,,103,193,0.5,,,,> 1 m from transect,2015,0,,,1,53,69,52,69,50,1,
SLP,2,100,105,5,,2014,32,59,52,,,,20,9,1,,,,,2015,0,,,1,35,57,54,0,0,1,
SLP,2,100,100,6,,2014,14,33,26,,,,0,0,1,,,,,2015,0,,,1,21,49,40,0,0,1,
SLP,2,100,,7,,2014,11,23,13,,,,0,0,1,,,,,2015,0,,,1,13,35,30,0,0,1,
SLP,2,100,,8,,2014,13,27,20,,,,1,0,1,,,,,2015,0,,,1,19,34,33,4,2,1,
SLP,2,100,,9,,2014,33,47,42,,,,9,1,1,,,,,2015,0,,,1,41,67,54,15,1,1,"The data for plant fraction was not recorded; but due to the size of the plant and the fact that this data was collected a week before it was entered, we concluded that the plant fraction for plant 9 is 1. "
SLP,2,100,,10,,2014,7,5,5,,,,0,0,1,,,,,2015,0,,,1,7,7,7,0,0,1,
SLP,2,100,,11,,2014,10,17,12,,,,0,0,1,,,,,2015,0,,,1,22,25,16,0,0,1,
SLP,2,150,,1,,2014,60,70,54,,,,16,311,1,,,,> 1 m from transect,2015,0,,,1,65,83,81,50,84,1,
SLP,2,150,,2,,2014,135,122,102,,,,172,315,0.25,,,,> 1 m from transect,2015,0,,,1,137,173,125,212,25,0.5,
SLP,2,150,,3,,2014,30,51,49,,,,1,0,1,,,,> 1 m from transect,2015,0,,,1,35,63,52,0,0,1,
SLP,2,150,,4,,2014,83,132,96,,,,101,218,0.25,,,,> 1 m from transect,2015,0,,,1,99,164,133,219,231,0.5,
SLP,2,150,,5,,2014,153,169,162,,,,74,104,0.25,,,,> 1 m from transect,2015,0,,,1,159,182,158,203,385,0.5,
SLP,2,150,,6,,2014,33,38,36,,,,0,0,1,,,,> 1 m from transect,2015,0,,,1,38,46,40,0,0,1,
SLP,2,150,,7,,2014,59,104,92,,,,20,52,0.5,,,,> 1 m from transect,2015,0,,,1,60,127,120,130,35,1,
SLP,2,250,255,1,,2014,71,126,120,,,,144,758,0.25,,,,,2015,0,,,1,84,151,147,86,265,1,
SLP,2,300,290,1,,2014,45,71,68,,,,14,187,0.5,,,,,2015,0,,,1,55,83,75,12,7,1,
SLP,2,450,455,1,,2014,45,66,61,,,,41,83,1,,,,,2015,0,,,1,55,79,74,0,0,1,
SLP,2,450,455,2,,2014,66,76,75,,,,50,39,0.5,,,,,2015,0,,,1,84,88,88,0,0,1,
SLP,2,450,455,3,,2014,49,77,44,,,,55,62,1,,,,,2015,0,,,1,60,82,82,0,0,1,
SLP,2,450,455,4,,2014,78,100,95,,,,82,150,1,,,,,2015,0,,,1,100,117,87,1,0,1,
SLP,2,450,460,5,,2014,41,59,47,,,,9,40,1,,,,> 1 m from transect,2015,0,,,1,58,75,54,0,0,1,
SLP,2,450,,6,,2014,18,24,16,,,,0,0,1,,,,,2015,0,,,1,30,31,28,0,0,1,
SLP,3,0,0,1,,2014,17,34,19,,,,0,0,1,,,,,2015,0,,,1,18,32,16,0,0,1,
